Item,Index,Rec.Date,Vender,Plant,Receiving No.,PR No.,PO No.,Request No.,User Name,Dept.,Inv. No.,SP/HM No.,S/N No.,Inv. Date,PR type,Part type,Description,Quantity, Amount ,Remark
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508034,225417Q002369,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT26020848
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508035,225417Q011454,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT25090016
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508036,22540BN017445,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT26020352
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508037,22540BN017431,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT26020098
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508038,22540BN014588,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT26010353
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508039,225417Q011479,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT25110381 
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508040,225417Q002387,15-Aug-25,Spare part,Switching Hub,"Gigabit Switching Hub 8 Port TP-LINK LS1008G (5"")",1, 650.00 ,IT26010343
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508041,7301226223,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25090385
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508042,7301226233,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25090385
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508043,7301226228,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25100895
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508044,7301226220,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25080691
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508045,7301226226,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25090795
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508046,7301226224,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25090469
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508047,7301226222,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508048,7301226225,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25100411 
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508049,7301226229,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25080904
182,INV250182,15-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080178,PR25070650,2310009345,,WATCHARAPONG W.,IT,IV68081504,SP2508050,7301226227,15-Aug-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 970.00 ,IT25090105
183,INV250183,16-Aug-25,GREAT TONER LIMITED PARTNERSHIP,LPN1,P25080194,PR25070640,2310009307,,SUPASSORN R.,IT,G2508-0017,TS2508006,,7-Aug-25,Spare part,Toner,HP TONER CE285A,1, 350.00 ,
184,INV250184,16-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25080172,PR25070642,2310009325,,SUPASSORN R.,IT,IV6808097,TS2508007,,15-Aug-25,Spare part,Toner,Toner Original HP 215A W2312A Y,1," 1,870.00 ",
184,INV250184,16-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25080172,PR25070642,2310009325,,SUPASSORN R.,IT,IV6808097,TS2508008,,15-Aug-25,Spare part,Toner,Toner Original HP 215A W2313A M,1," 1,870.00 ",
185,INV250185,18-Aug-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25080223,PR25080085,2310009409,IT25080171,AMORNTAT C.,FIN,NVAA6808/0023,HM23202,,18-Aug-25,Asset,Laptop,HP Notebook Pavilion 16-af0045TU (B12TCPA#AKL),1," 23,200.00 ",HCOFIN3175
186,INV250186,18-Aug-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25080118,PR25070604,2310009284,IT25071013,WITTAYA P.,ITS,IVPJ6808/0249,,,18-Aug-25,MA Service,Warranty,Renew MA Cisco 3504 Wireless Controller,1," 44,000.00 ",
186,INV250186,18-Aug-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25080118,PR25070604,2310009284,IT25071013,WITTAYA P.,ITS,IVPJ6808/0249,,,18-Aug-25,MA Service,Warranty,"Renew MA Catalyst 9400 Series 7 slot, 1xSup, 2xLC , DNA-E LIC",1," 41,000.00 ",
187,INV250187,19-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25080125,PR25080087,2310009407,IT25080133,YURANAN P.,OP2S,IV6808112,HM23203,NXJ23ST002511015984500,19-Aug-25,Asset,Laptop,Notebook Acer Aspire Lite 16 AL16-52P-331E,1," 13,090.00 ",HCOOP2S3176
188,INV250188,19-Aug-25,T.VEERAPHAN KARKA(1968) LTD.PART,LPN1,P25080235,PR25080237,2310009504,IT25080531,CHAYUTTRA N.,IT,0068080169,,,19-Aug-25,Spare part,Storage boxes,"Storage boxes, 50L size 35.5 x 42 x 41 cm",6," 1,740.00 ",
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508051,7101229844,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25110503 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508052,7101229843,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25090048
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508053,7101229841,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25100601 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508054,7101229849,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25100601 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508055,7101229842,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25110878 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508056,7101229845,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25090048
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508057,7101229846,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25110878 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508058,7101229848,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25110503 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508059,7101229840,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25080867
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508060,7101229847,19-Aug-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 540.00 ,IT25080867
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508061,6701229800,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,IT25090491
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508062,6701229806,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,IT25110447 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508063,6701229820,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,IT25090491
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508064,6701229802,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,IT25100756 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508065,6701229809,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,IT25100756 
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508066,6701229808,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,IT25101201
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508067,6701229801,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,เคลม 1 ครั้งได้มาแล้ว
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508068,6701229805,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508069,6701229807,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,
189,INV250189,19-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080251,PR25080174,2310009476,,WATCHARAPONG W.,IT,IV68081905,SP2508070,6701229804,19-Aug-25,Spare part,RAM,RAM DDR3(1333) 8GB BLACKBERRY 16 CHIP,1, 560.00 ,
190,INV250190,22-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,,PR25080193,2310009495,IT25080351,SARAYUT S.,PLN1,IV6808146,HM23204,NXJ23ST00251100F6C4500,22-Aug-25,Asset,Laptop,Notebook Acer Aspire Lite 16 AL16-52P-331E,1," 13,090.00 ",HCOPMC3180
190,INV250190,22-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,,PR25080193,2310009495,IT25080351,SARAYUT S.,PLN1,IV6808146,SP2508073,,22-Aug-25,Spare part,Adapter,Adapter HDMI TO VGA,1, -   ,ของแถมเก็บเข้า Spare
191,INV250191,22-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25080298,PR25080301,2310009591,,CHAYUTTRA N.,IT,IV6808146,SP2508071,,22-Aug-25,Spare part,SSD,SSD 1 TB M.2 PCIe SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe,1," 1,850.00 ",IT25090270
191,INV250191,22-Aug-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25080298,PR25080301,2310009591,,CHAYUTTRA N.,IT,IV6808146,SP2508072,,22-Aug-25,Spare part,SSD,SSD 1 TB M.2 PCIe SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe,1," 1,850.00 ",IT25090726
192,INV250192,23-Aug-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040460,2310007730,IT25050165,WARUT M.,IT,361933419,,,9-Aug-25,Network,Internet fee,Dark Core Fiber optic rental for LPN1-LPN2 Link (ID:3130000961),1," 30,000.00 ",P3/P8
193,INV250193,25-Aug-25,"Z-PLUS CO.,LTD.",LPN1,,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/058,,,22-Aug-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P8
194,INV250194,25-Aug-25,"Z-PLUS CO.,LTD.",LPN2,,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/059,,,22-Aug-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P8
195,INV250195,26-Aug-25,"Wise solution and consulting co.,ltd.",LPN2,P25080168,PR25080244,2310009592,IT25080489,Sitthichok K.,QMSS,IV68082601,HM23205,,26-Aug-25,Asset,Laptop,Notebook Acer Aspire Lite 16 AL16-52P-331E (Light Silver),1," 12,000.00 ",HCOQMSS3185
195,INV250195,26-Aug-25,"Wise solution and consulting co.,ltd.",LPN2,P25080168,PR25080244,2310009592,IT25080489,Sitthichok K.,QMSS,IV68082601,,,26-Aug-25,Asset,Laptop,"RAM DDR5(5600, NB) 8GB ADATA (AD5S56008G-S)",1, 880.00 ,
196,INV250196,26-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080346,PR25080275,2310009593,IT25070872,PRAIMA K.,OP4,IV68082602,HM23246,NXJ23ST0025160054E4500,26-Aug-25,Asset,Laptop,Notebook Acer Aspire Lite 16 AL16-52P-331E (Light Silver),1," 12,000.00 ",HCOOP43186
196,INV250196,26-Aug-25,"Wise solution and consulting co.,ltd.",LPN1,P25080346,PR25080275,2310009593,IT25070872,PRAIMA K.,OP4,IV68082602,,,26-Aug-25,Asset,Laptop,"RAM DDR5(5600, NB) 8GB ADATA (AD5S56008G-S)",1, 880.00 ,
197,INV250197,26-Aug-25,L.SUPPLIES LIMITED PARTNERSHIP,LPN1,P25080349,PR25080311,2310009595,IT25080531,CHAYUTTRA N.,IT,IV6808350,,,26-Aug-25,Spare part,Storage boxes,"Storage boxes, 50L size 35.5 x 42 x 41 cm",9," 2,421.00 ",
198,INV250198,27-Aug-25,"NAKORNPING C & C CO.,LTD",LPN1,P25080371,PR25080241,2310009517,IT25080975,CHAYUTTRA N.,IT,26545,SP2508074,,26-Aug-25,Spare part,Battery,"Acer Battery Pack Primary,11.25V,50.29Wh For Swift SF314-57/TMP214-53G",1," 2,150.00 ",
199,INV250199,27-Aug-25,CHIANGMAI SUPPAWAT ELECTRONIC,LPN2,P25080190,PR25080211,2310009491,,SURACHET P.,ITS,IV004/0575,,,27-Aug-25,Spare part,Outlet RJ45,Panasonic CAT6 Computer Outlet WEG 24886 / New Model CAT6 LAN Socket (Panasonic),20," 5,460.00 ",
200,INV250200,28-Aug-25,TANTIAUTOMATION LTD. PART,LPN1,P25080382,PR25080246,2310009522,,CHAYUTTRA N.,IT,IV6808104,,,28-Aug-25,Spare part,Storage boxes,Solid plastic boxes sized 320x510x140 mm (B003),2," 1,000.00 ",
200,INV250200,28-Aug-25,TANTIAUTOMATION LTD. PART,LPN1,P25080382,PR25080246,2310009522,,CHAYUTTRA N.,IT,IV6808104,,,28-Aug-25,Spare part,Storage boxes,Solid plastic boxes sized 257x345x120 mm (B004),2, 600.00 ,
201,INV250201,28-Aug-25,RICOH (THAILAND) LTD.,LPN1,,PR25080512,2310009295,IT25080950,SUPASSORN R.,IT,10896163,,,22-Aug-25,Printer Rent,RICOH,Hana printing charge of Aug 2025 at LPN1.,1," 21,491.64 ",
202,INV250202,28-Aug-25,RICOH (THAILAND) LTD.,LPN2,,PR25080513,2310009294,IT25080950,SUPASSORN R.,ITS,10896165,,,22-Aug-25,Printer Rent,RICOH,Hana printing charge of Aug 2025 at LPN2.,1," 3,773.18 ",
203,INV250203,29-Aug-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25080397,PR25080307,2310009601,IT25080547,PHIANG-AMPORN O.,TRF,NVAA6808/0038,HM23247,CND43820T8,29-Aug-25,Asset,Laptop,HP Notebook Pavilion 16-af0045TU (B12TCPA#AKL),1," 23,000.00 ",HCOTRF3189
204,INV250204,29-Aug-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25080398,PR25080308,2310009602,IT25080607,SARAYOOTH C.,OP1,NVAA6808/0039,HM23248,NXJ23ST002516003F24500,29-Aug-25,Asset,Laptop,ACER NOTEBOOK ASPIRE LITE AL16-52P-331E # NX.J23ST.002,1," 12,600.00 ",HCOOP13190
205,INV250205,5-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25090069,PR25080443,2310009712,IT25080798,BENJAPORN L.,PLN1,26566,SP2509002,,5-Sep-25,Spare part,Battery,"HP TF03XL,Battery Pack,Lithium-Ion,11.55V,41.9Wh For HP 14-ck0012TX//15s-eq0000AU",1," 2,150.00 ",
205,INV250205,5-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25090069,PR25080514,2310009742,IT25080839,JULALUK S.,PLN1,26566,SP2509001,,5-Sep-25,Spare part,Battery,"HP TF03XL,Battery Pack,Lithium-Ion,11.55V,41.9Wh For HP 14-ck0012TX//15s-eq0000AU",1," 2,150.00 ",
206,INV250206,8-Sep-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040462,2310007731,IT25050165,WARUT M.,IT,362174806,,,1-Sep-25,Network,Internet fee,Internet service charge : NDC001402 for 1 May - 31 Dec 2025,1," 35,000.00 ",P4/P8
207,INV250207,8-Sep-25,Aware Corporation Limited.,LPN1,P25090097,PR25010496,2310006355,IT25010974,WARUT M.,IT,AIV20252619,,,1-Sep-25,MA Software,License,AWS HANA Web Application Firewall (WAF) Project (LPN1) Hana Lpn 557,1," 12,500.00 ",P6/Sep
208,INV250208,9-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25090105,PR25090074,2310009830,,CHAYUTTRA N.,IT,IV6809070,,,9-Sep-25,Spare part,Cleaning,Focus Screen Cleaning Spray 120ML,2, 320.00 ,
209,INV250209,15-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25090188,PR25090026,2310009780,IT25080974,ORRAWAN I.,HRD,NVAA6809/0012,HM23249,NXD9SST001529011022N00,15-Sep-25,Asset,Laptop,Acer Aspire Lite 16 AL15-52P-38J3 (Light Silver),1," 12,600.00 ",HCOHRD3197
209,INV250209,15-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25090188,PR25090026,2310009780,IT25080836,CHITNAPAT T.,HRD,NVAA6809/0012,HM23260,NXD9SST001529013462N00,15-Sep-25,Asset,Laptop,Acer Aspire Lite 16 AL15-52P-38J3 (Light Silver),1," 12,600.00 ",HCOHRD3198
210,INV250210,11-Sep-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040311,2310007616,,Warut M.,IT,362228775,,,1-Sep-25,Network,Internet fee,CAT Corporate Internet Service speed 150/30Mbps.1 May 2025- 31 Dec 2025.,1," 17,500.00 ",P4/P8
211,INV250211,12-Sep-25,"NAKORNPING C & C CO.,LTD",LPN1,P25090149,PR25090010,2310009753,IT25080993,BENYAPA P.,HRD,26581,SP2509003,,12-Sep-25,Spare part,Adapter,"Acer AC Adapter 19VDC 3.42A 65W,3mm x 1.1mm Connector,Switching Circuit w/AC Cable",1," 1,200.00 ",IT26011027
211,INV250211,12-Sep-25,"NAKORNPING C & C CO.,LTD",LPN1,P25090149,PR25090012,2310009754,IT25080975,BENJAPORN H.,QM,26581,SP2509004,,12-Sep-25,Spare part,Battery,"Acer Battery Pack Primary,11.25V,50.29Wh For Swift 3 SF314-57/SF314-59/SF31459-511WTMP214-53G",1," 2,150.00 ",
212,INV250212,12-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25090115,PR25090126,2310009862,IT25090098,YODTHONG K.,OP2S,IV6809089,HM23267,YX0E0V9N,12-Sep-25,Asset,Laptop,Notebook Lenovo IdeaPad Slim 5 16IRH10,1," 24,090.00 ",HCOOP2S3204
212,INV250212,12-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25090115,PR25090146,2310009864,,SURACHET P.,ITS,IV6809089,,,12-Sep-25,Spare part,Headset,Headset RAPOO (H120) USB Black,5," 1,950.00 ",
213,INV250213,15-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25090189,PR25090143,2310009890,IT25090154,JUNTIMA S.,HRD,NVAA6809/0013,HM23264,NXD9SST00152900F142N00,15-Sep-25,Asset,Laptop,Acer Aspire Lite 16 AL15-52P-38J3 (Light Silver),1," 12,600.00 ",HCOHRD3199
213,INV250213,15-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25090189,PR25090143,2310009890,IT25090154,PHISSINEEYAKORN S.,HRD,NVAA6809/0013,HM23265,NXD9SST00152900C282N00,15-Sep-25,Asset,Laptop,Acer Aspire Lite 16 AL15-52P-38J3 (Light Silver),1," 12,600.00 ",HCOHRD3200
213,INV250213,15-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25090189,PR25090143,2310009890,IT25090154,WORAWAN S.,HRD,NVAA6809/0013,HM23266,NXD9SST00152900D0D2N00,15-Sep-25,Asset,Laptop,Acer Aspire Lite 16 AL15-52P-38J3 (Light Silver),1," 12,600.00 ",HCOHRD3201
214,INV250214,17-Sep-25,NEXUS SYSTEM RESOURCES COMPANY,LPN1,,PR24120327,2310005810,IT24111000,KAMPOL T.,IT,RI25090017,,,15-Sep-25,Asset,SAP,S/4 HANA Upgrade from S/4HANA 1809 to S/4HANA 2023,1," 1,552,950.00 ",Peyment 30%
215,INV250215,18-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090170,PR25090147,2310009865,,SURACHET P.,ITS,IV68091801,,,18-Sep-25,Spare part,SSD,SSD M.2 PCIe 1.TB (3Y) BLACKBERRY (BBR1TBNV3A) Nvme,2," 3,500.00 ",
215,INV250215,18-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090170,PR25090147,2310009865,,SURACHET P.,ITS,IV68091801,,,18-Sep-25,Spare part,HDMI Switcher,Phrl กล่องรวมจอ HDMI Switch 3 In 1 Out Ugreen 80125,1, 550.00 ,
216,INV250216,20-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25090186,PR25090150,2310009949,IT25090186,PREMCHAI K.,OP2S,IV6809159,HM23268,YX0E0VCZ,19-Sep-25,Asset,Laptop,Notebook Lenovo IdeaPad Slim 5 16IRH10,1," 23,990.00 ",HCOOP2S3211
217,INV250217,26-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090336,PR25090273,2310009991,IT25090358,NARUDOM S.,OP2S,IV28092602,HM23269,T8NXCV16H355355,26-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOOP2S3212
217,INV250217,26-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090336,PR25090273,2310009991,IT25090358,NARUDOM S.,OP2S,IV28092602,,,26-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
218,INV250218,23-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25090267,PR25090426,2310010087,IT25090723,Wichai S.,OPT,NVAA6809/0018,,,23-Sep-25,Spare part,Laptop BackPack,"Samsonite SQUAD LAPTOP BACKPACK 15.6""",1," 3,500.00 ",
219,INV250219,23-Sep-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN2,P25090216,PR25090146,2310009864,,SURACHET P.,ITS,IV6809166,,,23-Sep-25,Spare part,SSD,SSD 512 GB M.2 PCIe HIKSEMI WAVE (HS-SSD-WAVE(P) 512G),5," 4,950.00 ",
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509005,8101249263,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25110590
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509006,8101249260,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT26010417
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509007,8101249258,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT26010417
